ID,Sentence,VALIDITY
5207,Un jour j'irai peut-être à bilbao,INVALID
5208,Je veux parler de Alès mais pas y aller,INVALID
5209,Clermont-Ferrand… ou peut-être Créteil… je sais pas,INVALID
5210,Je mange un croissant à Girona,INVALID
5211,je voudrais Nanterre,INVALID
5212,je dois Montpellier,INVALID
5213,direction Lorient,INVALID
5214,Colombes Blois c'est un bon match,INVALID
5215,Périgueux Cergy c'est un bon match,INVALID
5216,Briançon est-elle une capitale,INVALID
5217,route Neuilly-sur-Seine Libourne voiture,INVALID
5218,je pars de Annecy,INVALID
5219,Carcassonne Cannes c'est un bon match,INVALID
5220,je voudrais Villeneuve-d'Ascq,INVALID
5221,Mon chat s'appelle Argenteuil,INVALID
5222,J'aime le mot San Sebastián,INVALID
5223,je pars de Pessac,INVALID
5224,Je vais acheter un vélo pour Béziers,INVALID
5225,Besançon sera toujours Annecy,INVALID
5226,alé Mulhouse,INVALID
5227,billet Angers,INVALID
5228,Peux-tu écrire un poème sur Poitiers,INVALID
5229,Je lis un article sur Tourcoing,INVALID
5230,Aulnay-sous-Bois sera toujours Mont-de-Marsan,INVALID
5231,trajet Colombes,INVALID
5232,Mérignac ça s'écrit comment déjà,INVALID
5233,Regarde cette vidéo sur Saint-Maur-des-Fossés,INVALID
5234,Reims Bayonne c'est un bon match,INVALID
5235,je voudrais Lorient,INVALID
5236,Avignon… ou peut-être Bergerac… je sais pas,INVALID
5237,Je lis un article sur Libourne,INVALID
5238,Blois est jolie en été,INVALID
5239,briançon ça s'écrit comment déjà,INVALID
5240,Alès est jolie en été,INVALID
5241,Quel est le meilleur sandwich à Cergy,INVALID
5242,aller Perpignan,INVALID
5243,je dois appeler ma mère à Épinay-sur-Seine,INVALID
5244,route Figueres Privas voiture,INVALID
5245,je voudrais Limoges,INVALID
5246,Route dunkirk strasbourg voiture,INVALID
5247,billet Gap,INVALID
5248,je dois Privas,INVALID
5249,train Neuilly-sur-Seine,INVALID
5250,Boulogne-Billancourt c'est mon chien,INVALID
5251,Digne-les-Bains Bordeaux c'est un bon match,INVALID
5252,Je veux parler de Lille mais pas y aller,INVALID
5253,Sartrouville Évry c'est un bon match,INVALID
5254,traiiin trajet Saint-Jean-de-Luz lolz,INVALID
5255,je voudrais Auxerre,INVALID
5256,Rennes Évry ce sont mes amis,INVALID
5257,Peux-tu me donner un synonyme de Clichy,INVALID
5258,Un jour j'irai peut-être à Angers,INVALID
5259,metz nevers ce sont mes amis,INVALID
5260,Je veux parler de Tourcoing mais pas y aller,INVALID
5261,Peux-tu écrire un poème sur Caen,INVALID
5262,J'ai entendu que Caen est belle mais je ne voyage pas,INVALID
5263,trajet Tourcoing,INVALID
5264,Libourne… ou peut-être Le Havre… je sais pas,INVALID
5265,je veux aller à Mantes-la-Jolie,INVALID
5266,Neuilly-sur-Seine ça s'écrit comment déjà,INVALID
5267,Bondy ça s'écrit comment déjà,INVALID
5268,Je vais acheter un velo pour Figueres,INVALID
5269,Aix-en-Provence Pantin ce sont mes amis,INVALID
5270,trajet Pantin,INVALID
5271,trajet Meaux,INVALID
5272,Peux-tu me donner un synonyme de Laval,INVALID
5273,Brive-la-Gaillarde sera toujours Bergerac,INVALID
5274,direction Girona,INVALID
5275,aller Bayonne,INVALID
5276,Mulhouse est-elle une capitale,INVALID
5277,Est-ce que Meaux fait du bon pain d'épices,INVALID
5278,Peux-tu me donner un synonyme de castres,INVALID
5279,Roubaix c'est mon chien,INVALID
5280,JE VAIS ACHETER UN VÉLO POUR RENNES,INVALID
5281,aller Privas,INVALID
5282,JE DOIS RUEIL-MALMAISON,INVALID
5283,Est-ce que Saint-Paul fait du bon pain d'épices,INVALID
5284,Je mange un croissant à Mulhouse,INVALID
5285,Mon chat s'appelle Vannes,INVALID
5286,trajet Toulouse,INVALID
5287,Roubaix sera toujours Saint-Maur-des-Fossés,INVALID
5288,Est-ce que Tarbes est une bonne ville pour étudier,INVALID
5289,Quel temps fait-il à Drancy,INVALID
5290,Montreuil ça s'écrit comment déjà,INVALID
5291,route Briançon Vitry-sur-Seine voiture,INVALID
5292,Madrid sera toujours Boulogne-Billancourt,INVALID
5293,direction Colmar,INVALID
5294,Est-ce que Sarlat-la-Canéda fait du bon pain d'épices,INVALID
5295,Quel temps fait-il à Girona,INVALID
5296,Antibes est-elle une capitale,INVALID
5297,Un jour j'irai peut-être à La Rochelle,INVALID
5298,DIRECTION ASNIÈRES-SUR-SEINE,INVALID
5299,je dois Lorient,INVALID
5300,Asnières-sur-Seine est-elle une capitale,INVALID
5301,Champigny-sur-Marne est jolie en été,INVALID
5302,Quel temps fait-il à Périgueux,INVALID
5303,J'aime Montreuil c'est une belle ville,INVALID
5304,aller Antony,INVALID
5305,traiiin trajet Metz lolz,INVALID
5306,trajet Lons-le-Saunier,INVALID
5307,mon copain Figueres veut venir ce soir,INVALID
5308,Je vais acheter un vélo pour Gourdon,INVALID
5309,trajet Épinay-sur-Seine,INVALID
5310,Valence est joli voilà,INVALID
5311,Est-ce que Pessac est une bonne ville pour étudier,INVALID
5312,Un jour j'irai peut-être à Albi,INVALID
5313,depuis Bayonne,INVALID
5314,direction Toulouse,INVALID
5315,Saint-Jean-de-Luz c'est mon chien,INVALID
5316,train Niort,INVALID
5317,Orléans Arcachon c'est un bon match,INVALID
5318,brest est joli voilà,INVALID
5319,je dois Besançon,INVALID
5320,Mont-de-Marsan c'est loin je crois,INVALID
5321,trajet Rennes,INVALID
5322,aller San Sebastián,INVALID
5323,aller sèvres,INVALID
5324,je pars de Tours,INVALID
5325,je veux aller à Montreuil,INVALID
5326,Sèvres est joli voilà,INVALID
5327,Le ciel est bleu à Figueres,INVALID
5328,trajet Orléans,INVALID
5329,Pau est-elle une capitale,INVALID
5330,trajet Blois,INVALID
5331,Auch est jolie en été,INVALID
5332,Je vais acheter un vélo pour Strasbourg,INVALID
5333,direction Châteauroux,INVALID
5334,direction Roubaix,INVALID
5335,Colmar est-elle une capitale,INVALID
5336,arcachon est jolie en été,INVALID
5337,Je mange un croissant à Arles,INVALID
5338,Mon chat s'appelle Rueil-Malmaison,INVALID
5339,Le ciel est bleu à Alès,INVALID
5340,lille sera toujours nevers,INVALID
5341,J'aime le mot Antony,INVALID
5342,J'aime le mot Bilbao,INVALID
5343,je veux parler de carcassonne mais pas y aller,INVALID
5344,J'ai entendu que Sartrouville est belle mais je ne voyage pas,INVALID
5345,train Montpellier,INVALID
5346,Est-ce que Le Havre fait du bon pain d'épices,INVALID
5347,J'aime le mot Neuilly-sur-Seine,INVALID
5348,depuis Clermont-Ferrand,INVALID
5349,Meaux… ou peut-être Évreux… je sais pas,INVALID
5350,Un jour j'irai peut-être à Poitiers,INVALID
5351,Je vais acheter un vélo pour Poitiers,INVALID
5352,Privas… ou peut-être Pantin… je sais pas,INVALID
5353,Je mange un croissant à Alès,INVALID
5354,je veux aller à Aulnay-sous-Bois,INVALID
5355,direction Le Mans,INVALID
5356,je veux aller à Rueil-Malmaison,INVALID
5357,je pars de Arcachon,INVALID
5358,Toulouse est-elle une capitale,INVALID
5359,Pau Versailles c'est un bon match,INVALID
5360,Je suis à La Rochelle,INVALID
5361,billet Belfort,INVALID
5362,trajet Figeac,INVALID
5363,train Tarbes,INVALID
5364,direction Biarritz,INVALID
5365,Peux-tu me donner un synonyme de Saint-Jean-de-Luz,INVALID
5366,train Angers,INVALID
5367,je dois Lons-le-Saunier,INVALID
5368,J'aime le mot Évreux,INVALID
5369,Besançon c'est loin je crois,INVALID
5370,trajet Laval,INVALID
5371,Je vais acheter un vélo pour Bordeaux,INVALID
5372,je veux aller à Biarritz,INVALID
5373,Je mange un croissant à Valencia,INVALID
5374,Paris c'est loin je crois,INVALID
5375,Moulins… ou peut-être Pantin… je sais pas,INVALID
5376,je dois Foix,INVALID
5377,Peux-tu me donner un synonyme de Nevers,INVALID
5378,Périgueux… ou peut-être Rueil-Malmaison… je sais pas,INVALID
5379,Sèvres sera toujours Blois,INVALID
5380,Millau est jolie en été,INVALID
5381,depuis Gourdon,INVALID
5382,train Strasbourg,INVALID
5383,je voudrais Brive-la-Gaillarde,INVALID
5384,Le Mans est jolie en été,INVALID
5385,Peux-tu écrire un poème sur mende,INVALID
5386,je veux aller à Perpignan,INVALID
5387,Lons-le-Saunier est-elle une capitale,INVALID
5388,je dois Dunkirk,INVALID
5389,Je vais peut-être éventuellement songer a partir,INVALID
5390,Besançon… ou peut-être Rueil-Malmaison… je sais pas,INVALID
5391,Mon chat s'appelle issy-les-moulineaux,INVALID
5392,Je suis à Bilbao,INVALID
5393,Quel est le meilleur sandwich à Castres,INVALID
5394,je veux aller à Digne-les-Bains,INVALID
5395,Le ciel est bleu à Bondy,INVALID
5396,je veux aller à Bilbao,INVALID
5397,je veux aller à Colombes,INVALID
5398,mon copain Rueil-Malmaison veut venir ce soir,INVALID
5399,je dois appeler ma mère à Digne-les-Bains,INVALID
5400,je voudrais Aix-en-Provence,INVALID
5401,mon copain Nantes veut venir ce soir,INVALID
5402,Strasbourg sera toujours Agen,INVALID
5403,Calais Annecy c'est un bon match,INVALID
5404,Regarde cette vidéo sur Tarbes,INVALID
5405,aller Saint-Étienne,INVALID
5406,Bayonne sera toujours Auxerre,INVALID
5407,Avignon c'est loin je crois,INVALID
5408,je dois Alès,INVALID
5409,Je lis un article sur Dijon,INVALID
5410,Est-ce que Toulouse est une bonne ville pour étudier,INVALID
5411,Je suis à Saint-Étienne,INVALID
5412,Strasbourg est joli voilà,INVALID
5413,La Seyne-sur-Mer c'est loin je crois,INVALID
5414,Millau sera toujours Digne-les-Bains,INVALID
5415,Je mange un croissant à Colombes,INVALID
5416,MILLAU C'EST MON CHIEN,INVALID
5417,Perpignan sera toujours Moulins,INVALID
5418,Je mange un croissant à Bourges,INVALID
5419,Mon chat s'appelle Hyères,INVALID
5420,je dois Rodez,INVALID
5421,Peux-tu écrire un poème sur Versailles,INVALID
5422,Mon chat s'appelle Grenoble,INVALID
5423,alé Angers,INVALID
5424,Regarde cette vidéo sur Châlons-en-Champagne,INVALID
5425,Cergy sera toujours Besançon,INVALID
5426,je pars de Grenoble,INVALID
5427,traiiin trajet Bergerac lolz,INVALID
5428,depuis Biarritz,INVALID
5429,Quelle heure est-il à mende,INVALID
5430,mon copain Strasbourg veut venir ce soir,INVALID
5431,train Madrid,INVALID
5432,je voudré Colombes,INVALID
5433,Un jour j'irai peut-être à dijon,INVALID
5434,je dois Briançon,INVALID
5435,Quelle heure est-il à sartrouville,INVALID
5436,Lorient c'est mon chien,INVALID
5437,Figeac c'est loin je crois,INVALID
5438,Le Havre c'est mon chien,INVALID
5439,J'aime le mot Poitiers,INVALID
5440,Nevers sera toujours Nevers,INVALID
5441,J'aime Neuilly-sur-Seine c'est une belle ville,INVALID
5442,Laval sera toujours Auxerre,INVALID
5443,Châteauroux Vannes c'est un bon match,INVALID
5444,trajet nevers,INVALID
5445,Toulon est joli voilà,INVALID
5446,Sète est joli voilà,INVALID
5447,Est-ce que Figeac fait du bon pain d'épices,INVALID
5448,Mende est jolie en été,INVALID
5449,Je vais peut-etre éventuellement songer a partir,INVALID
5450,Metz sera toujours Annecy,INVALID
5451,Je mange un croissant à Briançon,INVALID
5452,Je lis un article sur Toulouse,INVALID
5453,J'aime le mot Blois,INVALID
5454,J'ai entendu que Périgueux est belle mais je ne voyage pas,INVALID
5455,je voudrais Lille,INVALID
5456,Je suis à Libourne,INVALID
5457,Montreuil Vincennes c'est un bon match,INVALID
5458,Vannes est jolie en été,INVALID
5459,je veux aller à Clichy,INVALID
5460,route Bordeaux Foix voiture,INVALID
5461,Villeurbanne Saint-Denis c'est un bon match,INVALID
5462,quelle heure est-il à Cannes,INVALID
5463,billet Troyes,INVALID
5464,ALLER CLAMART,INVALID
5465,Bilbao Valencia c'est un bon match,INVALID
5466,Valencia ça s'écrit comment déjà,INVALID
5467,je veux aller à Antibes,INVALID
5468,Je lis un article sur Lille,INVALID
5469,Est-ce que Auxerre est une bonne ville pour étudier,INVALID
5470,Le ciel est bleu à Le Havre,INVALID
5471,train La Seyne-sur-Mer,INVALID
5472,Je vais acheter un vélo pour Rueil-Malmaison,INVALID
5473,je voudrais Bayonne,INVALID
5474,Regarde cette vidéo sur Sète,INVALID
5475,traiiin trajet Meaux lolz,INVALID
5476,je veux aller à Bobigny,INVALID
5477,Bourges est joli voilà,INVALID
5478,Peux-tu écrire un poème sur Clermont-Ferrand,INVALID
5479,Quel est le meilleur sandwich à Antony,INVALID
5480,trajet Limoges,INVALID
5481,Nantes c'est mon chien,INVALID
5482,Le ciel est bleu à Dunkirk,INVALID
5483,J'aime le mot bergerac,INVALID
5484,billet girona,INVALID
5485,direction Montreuil,INVALID
5486,je voudrais La Seyne-sur-Mer,INVALID
5487,Regarde cette vidéo sur Clermont-Ferrand,INVALID
5488,je pars de Calais,INVALID
5489,QUEL TEMPS FAIT-IL À CHÂLONS-EN-CHAMPAGNE,INVALID
5490,depuis Cannes,INVALID
5491,Mulhouse est joli voilà,INVALID
5492,direction Bergerac,INVALID
5493,Mon chat s'appelle Brive-la-Gaillarde,INVALID
5494,je dois appeler ma mère à Gap,INVALID
5495,Vitry-sur-Seine Tourcoing c'est un bon match,INVALID
5496,Bobigny sera toujours Dunkirk,INVALID
5497,Je mange un croissant à Angers,INVALID
5498,Meaux sera toujours Mende,INVALID
5499,Je veux parler de Rennes mais pas y aller,INVALID
5500,traiiin trajet Grenoble lolz,INVALID
5501,Poitiers sera toujours Montauban,INVALID
5502,direction Courbevoie,INVALID
5503,je veux aller à Bourges,INVALID
5504,POITIERS EST-ELLE UNE CAPITALE,INVALID
5505,Quel temps fait-il à Montpellier,INVALID
5506,Annecy sera toujours Meaux,INVALID
5507,Un jour j'irai peut-être à Bobigny,INVALID
5508,traiiin trajet Gap lolz,INVALID
5509,Je vais peut-etre éventuellement songer à partir,INVALID
5510,Quel temps fait-il à Saint-Étienne,INVALID
5511,je dois Aix-en-Provence,INVALID
5512,je voudrais Le Mans,INVALID
5513,JE PARS DE BESANCON,INVALID
5514,depuis Créteil,INVALID
5515,Quel est le meilleur sandwich à Colombes,INVALID
5516,Sartrouville… ou peut-être Tours… je sais pas,INVALID
5517,Regarde cette vidéo sur Arcachon,INVALID
5518,billet Créteil,INVALID
5519,train Rennes,INVALID
5520,Quel est le meilleur sandwich à Belfort,INVALID
5521,Bergerac Hyères ce sont mes amis,INVALID
5522,billet Clichy,INVALID
5523,Je mange un croissant à Antibes,INVALID
5524,quelle heure est-il à Belfort,INVALID
5525,Est-ce que Tourcoing est une bonne ville pour étudier,INVALID
5526,aller Vincennes,INVALID
5527,Rennes Castres c'est un bon match,INVALID
5528,Est-ce que briançon est une bonne ville pour étudier,INVALID
5529,Montauban c'est loin je crois,INVALID
5530,billet Figeac,INVALID
5531,billet Bondy,INVALID
5532,Montpellier sera toujours le mans,INVALID
5533,Est-ce que Lyon fait du bon pain d'épices,INVALID
5534,Est-ce que brest est une bonne ville pour étudier,INVALID
5535,Metz est-elle une capitale,INVALID
5536,je pars de Troyes,INVALID
5537,route Boulogne-Billancourt Champigny-sur-Marne voiture,INVALID
5538,direction Tourcoing,INVALID
5539,Peux-tu écrire un poème sur Madrid,INVALID
5540,quelle heure est-il à Aix-en-Provence,INVALID
5541,Bordeaux est jolie en eté,INVALID
5542,depuis Béziers,INVALID
5543,Drancy sera toujours Biarritz,INVALID
5544,route Nevers Bilbao voiture,INVALID
5545,Est-ce que Hendaye est une bonne ville pour étudier,INVALID
5546,Grenoble c'est mon chien,INVALID
5547,mon copain Laval veut venir ce soir,INVALID
5548,aller Le Mans,INVALID
5549,je veux aller à Vannes,INVALID
5550,Je voudrais champigny-sur-marne,INVALID
5551,Bergerac… ou peut-être Nîmes… je sais pas,INVALID
5552,train Rouen,INVALID
5553,Aulnay-sous-Bois est jolie en été,INVALID
5554,Mon chat s'appelle chartres,INVALID
5555,Le ciel est bleu à Nîmes,INVALID
5556,Le ciel est bleu à Vannes,INVALID
5557,je dois Marseille,INVALID
5558,Est-ce que Colmar fait du bon pain d'épices,INVALID
5559,Je vais acheter un vélo pour Girona,INVALID
5560,J'aime Caen c'est une belle ville,INVALID
5561,Saint-Étienne c'est mon chien,INVALID
5562,je voudrais Girona,INVALID
5563,Montauban est jolie en été,INVALID
5564,direction aulnay-sous-bois,INVALID
5565,je dois appeler ma mère à Évry,INVALID
5566,je dois Orléans,INVALID
5567,depuis Dijon,INVALID
5568,Lille c'est loin je crois,INVALID
5569,aller Antibes,INVALID
5570,direction Calais,INVALID
5571,traje bergerac,INVALID
5572,Gap ça s'écrit comment déjà,INVALID
5573,train Sèvres,INVALID
5574,peux-tu écrire un poème sur avignon,INVALID
5575,Un jour j'irai peut-être à Béziers,INVALID
5576,Peux-tu écrire un poème sur Tours,INVALID
5577,Cannes est-elle une capitale,INVALID
5578,Je vais acheter un vélo pour Arcachon,INVALID
5579,je pars de Dijon,INVALID
5580,LYON BARCELONA CE SONT MES AMIS,INVALID
5581,Girona… ou peut-être Toulon… je sais pas,INVALID
5582,je dois saint-étienne,INVALID
5583,je voudrais Nancy,INVALID
5584,Quel temps fait-il à Pau,INVALID
5585,Poitiers Mende c'est un bon match,INVALID
5586,Clermont-Ferrand Privas c'est un bon match,INVALID
5587,depuis Meaux,INVALID
5588,Peux-tu écrire un poème sur Valencia,INVALID
5589,ROUTE BERGERAC PAU VOITURE,INVALID
5590,je dois Nanterre,INVALID
5591,aller Bondy,INVALID
5592,Je veux parler de Bayonne mais pas y aller,INVALID
5593,J'aime le mot Bobigny,INVALID
5594,Antony c'est loin je crois,INVALID
5595,Clermont-Ferrand est jolie en été,INVALID
5596,Mon chat s'appelle Montauban,INVALID
5597,Roubaix… ou peut-être Amiens… je sais pas,INVALID
5598,J'ai entendu que Nîmes est belle mais je ne voyage pas,INVALID
5599,Un jour j'irai peut-etre à Noisy-le-Grand,INVALID
5600,Bourges sera toujours Évry,INVALID
5601,je dois appeler ma mere à Colmar,INVALID
5602,Saint-Étienne c'est loin je crois,INVALID
5603,Mon chat s'appelle Nancy,INVALID
5604,aller Colombes,INVALID
5605,trajet Girona,INVALID
5606,Le ciel est bleu à Cergy,INVALID
5607,Quel est le meilleur sandwich à Meaux,INVALID
5608,trajet Le Havre,INVALID
5609,Le ciel est bleu à La Rochelle,INVALID
5610,Mon chien a mange mon ticket,INVALID
5611,Aller besançon,INVALID
5612,je veux aller à Évry,INVALID
5613,traiiin trajet Vincennes lolz,INVALID
5614,un jour j'irai peut-être à vitry-sur-seine,INVALID
5615,Peux-tu écrire un poeme sur Vitry-sur-Seine,INVALID
5616,je veux aller à Limoges,INVALID
5617,je veux aller à Courbevoie,INVALID
5618,je pars de Châteauroux,INVALID
5619,je dois Bourges,INVALID
5620,Quel est le meilleur sandwich a hyères,INVALID
5621,Metz c'est mon chien,INVALID
5622,Quel temps fait-il à Arcachon,INVALID
5623,direction Dax,INVALID
